,Song,Artist,songID
2777,Potato Head Blues - 78rpm Version,Tone-Loc,"['Potato Head Blues - 78rpm Version', ['Louis Armstrong'], '0EpS4MhdAbFVxoQOVTySKc']"
2778,Trouble Every Day,Sex Pistols,"['Trouble Every Day', ['The Mothers Of Invention'], '2j25bv2cpByJLaNZRKEBwR']"
2779,Venus,Various Artists,"['Venus', ['Bananarama'], '4XX1pFUkQOZTYp6Hb6a6Ae']"
2780,The Power Of Love,Junior Parker,"['The Power Of Love', ['Huey Lewis & The News'], '2olVm1lHicpveMAo4AUDRB']"
2781,If You're Never Gonna Move,Moby Grape,"[""If You're Never Gonna Move"", ['Jessie Ware'], '2J67vlZ7LqcLcODKksoBpI']"
2782,Lovely Head,D'Angelo,"['Lovely Head', ['Goldfrapp'], '2YxXBLWd39JelHf6LhxZ2o']"
2783,Since I Don't Have You,Deep Purple,"[""Since I Don't Have You"", ['The Skyliners', 'Vogel', 'Rock', 'Beaumont', 'Verscharen'], '5m1bCro6fYB2Vl6aRGCMpJ']"
2784,11th Dimension,Charlie Parker,"['11th Dimension', ['Julian Casablancas'], '6i99ThziImjuFABb8rUQvy']"
2785,I Should Have Known Better - Remastered,Beach House,"['I Should Have Known Better - Remastered 2009', ['The Beatles'], '3pU1CUgPiFfxPCpscwIwQR']"
2786,The Things That I Used To Do,The Art Of Noise,"['The Things That I Used To Do', ['Guitar Slim'], '3NWDb3bbMBTArBblzG4jMX']"
2787,Oh! You Pretty Things - 2015 Remaster,Jane's Addiction,"['Oh! You Pretty Things - 2015 Remaster', ['David Bowie'], '7Js4OF5MUb2bqJe09g4uQE']"
2788,Livin' la Vida Loca,Throbbing Gristle,"[""Livin' la Vida Loca"", ['Ricky Martin'], '0Ph6L4l8dYUuXFmb71Ajnd']"
2789,Didn't I (Blow Your Mind This Time),St. Vincent,"[""Didn't I (Blow Your Mind This Time)"", ['The Delfonics'], '1NeKY4qWsCnhY8fvhwQa7q']"
2790,Cry Baby,The Dandy Warhols,"['Cry Baby', ['The Neighbourhood'], '0EfsDEYaSjGYd66Pr881nq']"
2791,Cherub Rock,Paul Anka,"['Cherub Rock - Remastered 2011', ['The Smashing Pumpkins'], '3ow0TQVttXQF8rLckmXgRx']"
2792,People Are People,Louis Armstrong,"['People Are People - 2006 Remaster', ['Depeche Mode'], '3GREm6zSHwKZsJxl0hqbAQ']"
2793,Shotgun,The Mothers Of Invention,"['Shotgun', ['George Ezra'], '4ofwffwvvnbSkrMSCKQDaC']"
2794,The Glamorous Life,Shocking Blue,"['The Glamorous Life', ['Sheila E.'], '179SfVFJ0ZN41toTxnpgRD']"
2795,Black Water,Huey Lewis & The News,"['Black Water', ['The Doobie Brothers'], '4p8QcNkaq2FQj8uGJ7HEDK']"
2796,Vitamin C,Jessie Ware,"['Vitamin C - 2004 Remastered Version', ['CAN'], '1tzXnPndBrd2G5GXrOBc1c']"
2797,CMYK,Goldfrapp,"['CMYK', ['James Blake'], '493ZpVleSN7MnPyWc8mzUQ']"
2798,Take Me to the River - 2005 Remaster,The Skyliners,"['Take Me to the River - 2005 Remaster', ['Talking Heads'], '1oV1tu8utgHQjLJsEK9sVl']"
2799,Brooklyn Zoo,Julian Casablancas,"['Brooklyn Zoo', [""Ol' Dirty Bastard""], '2FWmKZ3kNbVsKGhuNHsltW']"
2800,Blurred Lines,The Beatles,"['Blurred Lines', ['Robin Thicke', 'T.I.', 'Pharrell Williams'], '0n4bITAu0Y0nigrz3MFJMb']"
2801,Bongo Bong,Blues,"['Bongo Bong', ['Manu Chao'], '00SmB7n85SKROGjybsyq5i']"
2802,Wabash Cannonball,David Bowie,"['Wabash Cannonball', ['Roy Acuff'], '5RKPe1oN9lGayUCKn00fYi']"
2803,Lost In The Supermarket,Ricky Martin,"['Lost in the Supermarket - Remastered', ['The Clash'], '72boGlgSwUK01n44O2tOCv']"
2804,"Baby, I Love You",The Delfonics,"['Baby, I Love Your Way', ['Big Mountain', 'Tom Lord-Alge'], '1Rvl8qsKJurfFTyWLBI9ib']"
2805,Mississippi Queen,Garnet Mimms,"['Mississippi Queen', ['Mountain'], '4vO9dmzNRqDhFY3jD1a3P7']"
2806,Mr. Soul,The Smashing Pumpkins,"['Mr. Soul', ['Buffalo Springfield'], '042v1NacbKJzCyi6nBme7T']"
2807,Here's Where the Story Ends,Depeche Mode,"[""Here's Where The Story Ends"", ['The Sundays'], '4SPi5Pl7aAtauFsH9Lk5LB']"
2808,County Line,Various Artists,"['County Line', ['Overtime'], '6kzX975A4H4BJ7MldvLyXU']"
2809,Erotica,Sheila E.,"['Erotica', ['Madonna'], '4eMLyB1mc7onYLdoG8YSXG']"
2810,Touch of Grey,The Doobie Brothers,"['Touch of Grey - 2013 Remaster', ['Grateful Dead'], '0mJQlCl9YgxW7kyeltNiVk']"
2811,Mr. Sandman,CAN,"['Mr. Sandman', ['SYML'], '1ibQiWl2i50MGt3SpRuE0D']"
2812,Rewind,James Blake,"['Rewind', ['Rascal Flatts'], '6eZP01jERQt27Ggq7kpEf9']"
2813,Friend of the Devil - 2013 Remaster,Talking Heads,"['Friend of the Devil - 2013 Remaster', ['Grateful Dead'], '6GgTJJmtDddHoo8Bp6lVcf']"
2814,Got To Get You Into My Life - Remastered,Ol' Dirty Bastard,"['Got To Get You Into My Life - Remastered 2009', ['The Beatles'], '3tGhRLgcCP6SIZU3tbGl7l']"
2815,London's Burning - Remastered,Robin Thicke,"[""London's Burning - Remastered"", ['The Clash'], '0y8zZOu4u6NmoW7u1jEQzo']"
2816,Diminuendo And Crescendo In Blue,Manu Chao,"['Diminuendo & Crescendo In Blue - Live', ['Duke Ellington'], '0JD7IHzP51Y94VwAUvFtbX']"
2817,I Wanna Be Your Joey Ramone,Roy Acuff,"['I Wanna Be Your Joey Ramone', ['Sleater-Kinney'], '1WDqjH0PJ8ruWQXsp3bN2Z']"
2818,Rendez-Vu,The Clash,"['Rendez-Vu', ['Basement Jaxx'], '19I9gceP8Iaa6LgudDUST0']"
2819,See That My Grave Is Kept Clean,The Ronettes,"['See That My Grave Is Kept Clean', ['Colin James'], '4hW9qu4PREU2mgoA5sFSD2']"
2820,Brianstorm,Mountain,"['Brianstorm', ['Arctic Monkeys'], '5rTIpPWeO0IL4HWlGWrz5G']"
2821,I Feel the Earth Move,Buffalo Springfield,"['I Feel the Earth Move', ['Carole King'], '1BWsOxeMx83OrKGCV4gxly']"
2822,This Woman's Work,The Sundays,"[""This Woman's Work"", ['Maxwell'], '741OE401HO7ZCaPhEqCZ7w']"
2823,Homeward Bound,Cass McCombs,"['Homeward Bound', ['Simon & Garfunkel'], '4Xl2PrS3DJqqSKXCo6Uhv9']"
2824,Stay,Madonna,"['Stay High', ['Juice WRLD'], '21CkzgKCBCq5V4XKjiGSIj']"
2825,Put Your Number in My Phone,Grateful Dead,"['Put Your Number in My Phone', ['Ariel Pink'], '0gBrJS89BL4r8rqjDEzbtp']"
2826,Do You Remember The First Time?,Various Artists,"['Do You Remember The First Time?', ['Pulp'], '0txLC5NA64M8siGn3mnET0']"
2827,Insomnia,Craig David,"['Insomnia', ['Daya'], '7hzlzoOwCZ4D3Ow5YZK4kj']"
2828,Janie's Got A Gun - Single Version,Grateful Dead,"[""Janie's Got A Gun - Single Version"", ['Aerosmith'], '1ZZZO1HhRYkCeY545WzBUw']"
2829,A Night In Tunisia,The Beatles,"['A Night In Tunisia - Remastered', ['Dexter Gordon'], '5KQ6uddno2Hht84gJDHsPF']"
2830,Under the Westway,The Clash,"['Under the Westway', ['Blur'], '4ZMWXY7l7LtqaoEAKTDg9M']"
2831,Mississippi Goddam - Live In New York/1964,Duke Ellington Orchestra,"['Mississippi Goddam - Live At Carnegie Hall, New York, 1964', ['Nina Simone'], '2UG2WPDBg6tQ8nhi1cqJRP']"
2832,Could You Be Loved,Sleater-Kinney,"['Could You Be Loved', ['Bob Marley & The Wailers'], '5O4erNlJ74PIF6kGol1ZrC']"
2833,Mambo #5,Basement Jaxx,"['Mambo #5', ['Pérez Prado'], '2QIEEJK13UTMEkYOvmcRPU']"
2834,A Pair of Brown Eyes,Various Artists,"['A Pair of Brown Eyes', ['The Pogues'], '32soEc9h0wDy1BEjV5egeh']"
2835,Les copains d'abord,Arctic Monkeys,"[""Les copains d'abord"", ['Georges Brassens'], '5MRyPM2k1lvwt3noWp0GXJ']"
2836,Blue Moon - Take 9/M,Carole King,"['Blue Moon - Take 9/M', ['Elvis Presley'], '6VqCe4PcokSekHPJQaDx0B']"
2837,Perth,Kate Bush,"['Perth', ['Bon Iver'], '6TVs7Lap6ZcrpZk1xfOgtv']"
2838,Downhearted Blues,Simon & Garfunkel,"['Downhearted Blues', ['Bessie Smith'], '5JUhjSyjxtO4uEguZfyf26']"
2839,Jesus Fever,Various Artists,"['Jesus Fever', ['Kurt Vile'], '5FTFQKrYOirE6kFcuPHlat']"
2840,Amsterdam - Live Olympia 1964,Ariel Pink,"['Amsterdam - Live, Olympia / 1964', ['Jacques Brel'], '6VCuc7gcyYPXxy2IzAc5cd']"
2841,Stonemilker,Pulp,"['Stonemilker', ['Björk'], '1Q9PT8sgU7q9IH7kb5dSwv']"
2842,Here,Faithless,"['Here Comes The Sun - Remastered 2009', ['The Beatles'], '6dGnYIeXmHdcikdzNNDMm2']"
2843,"Anyway, Anyhow, Anywhere",Aerosmith,"['Anyway, Anyhow, Anywhere', ['The Who'], '2jDqoRDgCxiAm3LXy69Afr']"
2844,Sleep Walk,Dizzy Gillespie,"['Sleep Walk', ['Santo & Johnny'], '0yK8sWD6cfrc7pGfaPIcZH']"
2845,We Used To Wait,Blur,"['We Used to Wait', ['Arcade Fire'], '37EmPMVwdBaKs7UhJOkHUU']"
2846,I'm Walkin',Nina Simone,"[""I'm Walkin'"", ['Fats Domino'], '2gZlblsff9FKnhSIwB2ZsU']"
2847,New York City Cops,Bob Marley & The Wailers,"['New York City Cops', ['The Strokes'], '5g4cz7u4MrUTKDdo1TmABo']"
2848,Gloria - Remastered 2008,Pérez Prado,"['Gloria - Remastered 2008', ['U2'], '2HAJf8ZoSXeHfmcC8mS7nj']"
2849,Dipper Mouth Blues,The Pogues,"['Dipper Mouth Blues', ['Arturo Sandoval'], '55Np5827swfnx4CaJsAOCr']"
2850,Dig Me Out,Georges Brassens,"['Dig Me Out', ['Sleater-Kinney'], '1YdCuoPvDDVyHa3YomPb1B']"
2851,Ride On Time,Elvis Presley,"['Ride on Time', ['Black Box'], '3pgainA2dH9c7e8JVYGRCN']"
2852,Summertime,Bon Iver,"['Summertime In Paris', ['Jaden', 'WILLOW'], '6XNANAB7sFvkfho6bMCp7o']"
2853,Black,Bessie Smith,"['Black & White', ['Juice WRLD'], '1fCeXjoRExPP2qwSBh2aST']"
2854,Concrete Schoolyard,Kurt Vile,"['Concrete Schoolyard', ['Jurassic 5'], '0dtVSZDRv6PorrnX0cbFT7']"
2855,Evil Woman,Jacques Brel,"['Evil Woman', ['Electric Light Orchestra'], '05zCw24BdvZKGeC5NXowVe']"
2856,Pour Some Sugar On Me,Björk,"['Pour Some Sugar On Me - Remastered 2017', ['Def Leppard'], '0PdM2a6oIjqepoEfcJo0RO']"
2857,The Distance,Alessia Cara,"['The Distance', ['Cake'], '0xMEF2WiqKWTIG7Krjungw']"
2858,Mr. Big Stuff,The Who,"['Mr. Big Stuff', ['Jean Knight'], '2Bls0igCm79XQQ95IoUbhq']"
2859,Open Your Heart,Various Artists,"['Open Your Heart', ['Madonna'], '3kme5Qos8h04yrKxsgur79']"
2860,Truckin' - 2013 Remaster,Arcade Fire,"[""Truckin' - 2013 Remaster"", ['Grateful Dead'], '1I6l01BaBgBCVkfQCpIlR6']"
2861,I Feel Free,Fats Domino,"['I Feel Free', ['Cream'], '62nYkaIBesfvQSSwTjPnYS']"
2862,Missing You,The Strokes,"['Missing You', ['John Waite'], '1Qrdlkgg9I4J7r3P4kZNwr']"
2863,Show You The Way,U2,"['Show You The Way', ['Thundercat', 'Michael McDonald', 'Kenny Loggins'], '2ZIHKdsXfOS3cZoGRD2vGL']"
2864,I Guess That's Why They Call It The Blues,Louis Armstrong,"[""I Guess That's Why They Call It The Blues"", ['Elton John'], '23l1kVpqMVREiwU1YAlcr4']"
2865,Know Yourself,King Oliver,"['Know Yourself', ['Drake'], '5InOp6q2vvx0fShv3bzFLZ']"
2866,You Can't Put Your Arms Around A Memory,Sleater-Kinney,"[""You Can't Put Your Arms Around a Memory"", ['Johnny Thunders'], '4n8WKdlSKYbtVe6ELlbvup']"
2867,Blinded By The Light,Black Box,"['Blinded By The Light', [""Manfred Mann's Earth Band""], '7kNNylJ1kswWbHeRM6UDuE']"
2868,Never Can Say Goodbye - Remastered,Pearl Jam,"['Never Can Say Goodbye - Remastered', ['George Saxon'], '5Pdf0Wp2xR8LU5hRpPv76G']"
2869,PDA,Jurassic 5,"['PDA', ['Interpol'], '4Jcg7RJGHyCOjvALY6NAkx']"
2870,God Give Me Strength,Electric Light Orchestra,"['God Give Me Strength', ['Elvis Costello', 'Burt Bacharach'], '5zs9c4KTAdOeGKusVrI8Ba']"
2871,Tush - 2012 Collection Remaster,Def Leppard,
2872,Loose,Cake,"['Loose', ['Daniel Caesar'], '59acp1OhcvxwVBwQJBYKuX']"
2873,Chain Gang,Jean Knight,"['Chain Gang', ['Sam Cooke'], '7v1858htfU0srTDwhxeka8']"
2874,Watermelon Man,Madonna,"['Watermelon Man', ['Herbie Hancock'], '2zQl59dZMzwhrmeSBEgiXY']"
2875,E-Bow The Letter,Grateful Dead,"['E-Bow The Letter', ['R.E.M.'], '2S3wW83zk0CosLGYN7jfor']"
2876,Girlfriend,Cream,"['Girlfriend', ['Avril Lavigne'], '45hOioMDJktr86iKDHC8gr']"
2877,Good Intentions Paving Company,John Waite,"['Vicious Circle', ['Randy Raatz', 'Randy Mclellan'], '33aJ0nwuXMY2bUpjeJvfYO']"
2878,History,Thundercat,"['History', ['One Direction'], '0HMjXBAZmSYOTTi33WpMso']"
2879,Jesus Christ Pose,Elton John,"['Jesus Christ Pose', ['Soundgarden'], '2UoHjfejHhemj0KSWCOV2A']"
2880,Do They Know It's Christmas? - 1984 Version,Drake,"[""Do They Know It's Christmas? - 1984 Version"", ['Band Aid'], '0247StOpd3AkeBQzANX4Zf']"
2881,Promised Land,Johnny Thunders,"['Promised Land', ['Elvis Presley'], '0SSKHTfyUmL8JUQtfpKcfB']"
2882,"John, I'm Only Dancing - 2002 Remastered Version",Manfred Mann's Earth Band,
2883,Still Tippin' (feat. Slim Thug and Paul Wall),Gloria Gaynor,"[""Still Tippin' (feat. Slim Thug and Paul Wall)"", ['Mike Jones', 'Paul Wall', 'Slim Thug'], '59rtiYOPgMEDf3yPEfU2la']"
2884,Beautiful Loser,Interpol,"['Beautiful Loser', ['Bob Seger'], '5PkcQSAfcsA14rq6pKZ9bz']"
2885,Easy,Elvis Costello,"['Easy - Remix', ['DaniLeigh', 'Chris Brown'], '4CMrdHWqic0usIZfTrKoI3']"
2886,Talkin' All That Jazz,Burt Bacharach,"[""Talkin' All That Jazz"", ['Stetsasonic'], '0dyNjjb5cFcW44LhhlZgJf']"
2887,Panama,Various Artists,"['Panama - 2015 Remaster', ['Van Halen'], '05RgAMGypEvqhNs5hPCbMS']"
2888,I Feel You,The Stooges,"['I Feel You', ['Saltyyyy V'], '1Q27fYcmZDBhanqx39rtV0']"
2889,Scarborough Fair / Canticle,Sam Cooke,"['Scarborough Fair / Canticle', ['Simon & Garfunkel'], '3g2fYZW5v2od8KIF7VktT0']"
2890,Prove It All Night,Herbie Hancock,"['Prove It All Night', ['Bruce Springsteen'], '0Ye9OGxiHF3jylblTCuX7Q']"
2891,Wishin' And Hopin' - Stereo Version,R.E.M.,"[""Wishin' And Hopin' - Stereo Version"", ['Dusty Springfield'], '2sJrWLjmIhU8lp8p8O63EE']"
2892,Slippin' Into Darkness,Matthew Sweet,"[""Slippin' Into Darkness"", ['War'], '79bFISfLM4YH2sWJba0vIX']"
2893,The Time Is Now,Joanna Newsom,"['The Time Is Now', ['Atreyu'], '4Q9uL0DWDcpCV1tE14xqnt']"
2894,Little Sister,The Verve,"['Little Sister', ['Queens of the Stone Age'], '0BqQWfhMrkpRAUCbdfdHUC']"
2895,Show Me Love,Soundgarden,"['Show Me Love', ['Alicia Keys', 'Miguel'], '0XPlSuCVQ1nOhzTpFgnDSz']"
2896,Somebody Told Me,Band Aid 20,"['Somebody Told Me', ['The Killers'], '7HGTkn2aX7MNdKs7nV2xBt']"
2897,Strange Brew,Joe Smooth,"['Strange Brew', ['Cream'], '47bXIv24jthL4vzZy3j7CY']"
2898,Redbone,David Bowie,"['Redbone', ['Childish Gambino'], '0wXuerDYiBnERgIpbb3JBR']"
2899,So Lonely - Remastered 2003,Mike Jones,"['So Lonely - Remastered 2003', ['The Police'], '5UmYfrCOFGWLVUODskoWNq']"
2900,Shack up - Electronic Radio Edit,Bob Seger,"['Shack Up - Electronic Radio Edit', ['A Certain Ratio', 'Electronic'], '5zKLMscnb6pgl83wAA92kz']"
2901,Rez,Commodores,"['Reza', ['La Prendidisima Banda Perla de Jerez'], '2kmgtoTuRdUSvL4LJFOYUI']"
2902,Hail Mary,Stetsasonic,"['Hail Mary', ['2Pac'], '2zoobJFEB9h15fjYjRd6oP']"
2903,Rainy Night In Georgia,Van Halen,"['Rainy Night in Georgia', ['Brook Benton'], '2zbV4xRYLuElz4PWOXI5P7']"
2904,Chinese Rocks - L.A.M.F. - the Track LP restored,Depeche Mode,"['Chinese Rocks - L.A.M.F. - the Track LP restored', ['The Heartbreakers'], '1mMinZfQsp8GN5btUKGMui']"
2905,Mercy.1,Simon & Garfunkel,"['Mercy.1', ['Kanye West', 'Big Sean', 'Pusha T', '2 Chainz'], '3U8Ev1gISsx6O1uwpsttOD']"
2906,Mad About The Boy,Bruce Springsteen,"['Mad About The Boy', ['Helen Forrest'], '6sbZNeGOLDz7WqLk0Nd51J']"
2907,Waltz For Debby,Dusty Springfield,"['Waltz for Debby', ['Bill Evans'], '1tSzm6vk58gS0NZwYS18W0']"
2908,Let It Bleed,War,"['Let It Bleed', ['The Rolling Stones'], '06FcMPcosZg13x2QODDDK6']"
2909,The Pill,Moloko,"['The Pill - Single Version', ['Loretta Lynn'], '40arNqQwVeQoaxcfuAR36g']"
2910,Wakin on a Pretty Day,Elvis Presley,"['Wakin on a Pretty Day', ['Kurt Vile'], '3cSlU4ZH4wzb5pM7wI1k3f']"
2911,I Get Around,Robin S,"['I Get Around', ['2Pac', 'Digital Underground'], '4voEoczU7Ijborps9XF1n3']"
2912,Babe I'm Gonna Leave You - 1990 Remaster,The Killers,"[""Babe I'm Gonna Leave You - 1990 Remaster"", ['Led Zeppelin'], '4OMu5a8sFpcRCPCcsoEaov']"
2913,Under The Pressure,Cream,"['Under The Pressure', ['The War On Drugs'], '45D0ixQWzXQOoU1S9aSnKk']"
2914,Forgot About Dre,Childish Gambino,"['Forgot About Dre', ['Dr. Dre', 'Eminem'], '7iXF2W9vKmDoGAhlHdpyIa']"
2915,I Am Woman,The Police,"['I Am Woman', ['Helen Reddy'], '3l2hbXdvmaH3tUd3qWLKgm']"
2916,Aquarius/Let The Sunshine In (The Flesh Failures) [Remastered],A Certain Ratio,"['Aquarius/Let The Sunshine In (The Flesh Failures) [Remastered]', ['The 5th Dimension'], '0HZlND4giwzgolBpaNIRGV']"
2917,Smokin' in the Boy's Room,Underworld,"[""Smokin' In The Boys Room"", ['Mötley Crüe'], '0TiRPD1YD6Ox3bUujwXCQa']"
2918,I Touch Myself,Makaveli,"['I Touch Myself', ['Divinyls'], '6oNvmplQGUkmAh441Teows']"
2919,Learning To Fly,Brook Benton,"['Learning To Fly', ['Tom Petty and the Heartbreakers'], '17S4XrLvF5jlGvGCJHgF51']"
2920,Don't You Worry 'Bout A Thing,The Heartbreakers,"[""Don't You Worry 'Bout A Thing"", ['Stevie Wonder'], '1QvWxgZvTU0w8rlPRE5Zrv']"
2921,Runaway Boys,Various Artists,"['Runaway Boys', ['Stray Cats'], '1G9CoqXAYqagyOaNlIK4s1']"
2922,Deadly Valentine,Various Artists,"['Deadly Valentine', ['Charlotte Gainsbourg'], '0pfTlQJBOV4LUmF8qqrVy5']"
2923,Devil Got My Woman,Bill Evans,"['Devil Got My Woman', ['Skip James'], '1bWh9hOkQGahfQ0rEqvaGR']"
2924,Creep,The Rolling Stones,"['Creep', ['Radiohead'], '6b2oQwSGFkzsMtQruIWm2p']"
2925,Ko-Ko,Loretta Lynn,"['Ko Ko Bop', ['EXO'], '5EzitieoPnjyKHAq0gfRMa']"
2926,Tha Crossroads,Kurt Vile,"['Tha Crossroads', ['Bone Thugs-N-Harmony'], '5KSJ9k1FYjFLnIRlJT2wF8']"
2927,Sherry - 2007 Remaster,2Pac,"['Sherry - 2007 Remaster', ['Frankie Valli & The Four Seasons'], '1Z3ZQEPR1uGmRQ6CZbkNFV']"
2928,No Milk Today,Led Zeppelin,"['No Milk Today', [""Herman's Hermits""], '1bas9EMFNPwEolxIMMRWWH']"
2929,You'll Lose A Good Thing,The War On Drugs,"[""You'll Lose A Good Thing"", ['Barbara Lynn'], '5CEREcGR5WaLt40YzTQ62e']"
2930,The Sky Was Pink,Dr. Dre,"['The Sky Was Pink', ['Vessels'], '3EGVvzScKq3FDFrMLky98x']"
2931,Mexican Radio,Helen Reddy,"['Mexican Radio', ['South Park Mexican'], '419BgOz6TVQm8vvgiwXq5X']"
2932,Pop Life,The 5th Dimension,"['Pop Life', ['Prince'], '5frTNUfeDGOHRo8Cc7ny9R']"
2933,Lost in the Flood,Brownsville Station,"['Lost in the Flood', ['Bruce Springsteen'], '4x8vfPspwVPHRh7LGf7Whg']"
2934,Desafinado,Divinyls,"['Desafinado', ['Ella Fitzgerald'], '3De9EyUnvncpWzmJsRJmYg']"
2935,The 15th - 2006 Digital Remaster,Stevie Wonder,
2936,California,Stray Cats,"[""California Dreamin' - Single Version"", ['The Mamas & The Papas'], '4s6LhHAV5SEsOV0lC2tjvJ']"
2937,Dance This Mess Around,Charlotte Gainsbourg,"['Dance This Mess Around', [""The B-52's""], '207qLd1ovrqfYVBBDrNMUM']"
2938,Voices Carry,Skip James,"['Voices Carry', [""'Til Tuesday""], '0ZYf6N5eBeXStMri0mf3DZ']"
2939,I Heard It Through The Grapevine - Single Version,TLC,"['I Heard It Through The Grapevine - Single Version', ['Marvin Gaye'], '39aqWeU4FMyewRN55oq3vc']"
2940,Disparate Youth,Duke Ellington,"['Disparate Youth', ['Santigold'], '0t2QiRkpag0fAgs9zuCPlH']"
2941,Dream Lover,Various Artists,"['Dream Lover', ['Bobby Darin'], '1KLpjQFgubHI3GkAICCNH3']"
2942,Bucky Done Gun,Herman's Hermits,"['Bucky Done Gun', ['M.I.A.'], '2iVDaylqJupiBY2o2P2QiB']"
2943,Fisherman,Barbara Lynn,"['Fisherman', ['The Congos'], '5SBq56S9xKJoH4KyBBr1Oq']"
2944,Don't Make Me Over,Nathan Fake,"[""Don't Make Me Over"", ['Sybil'], '2QXeYzNsXgtI4YLeyr42aj']"
2945,White Wedding - Part 1 - 2001- Remaster,Wall Of Voodoo,"['White Wedding (Parts 1 And 2) - Shotgun Mix / 24-Bit Digitally Remastered 2001', ['Billy Idol'], '4OYRJv1tcOEPe38Fwc7y1m']"
2946,Head On,Prince,"['Head On (feat. Kevin Gates)', ['YoungBoy Never Broke Again', 'Kevin Gates'], '3shHzEWwP2671lV4AscHhZ']"
2947,Fisherman's Blues,Bruce Springsteen,"[""Fisherman's Blues - 2006 Remaster"", ['The Waterboys'], '0i0yTnhVQV2J44vrLVU3dD']"
2948,For Whom The Bell Tolls (Remastered),Stan Getz,"['For Whom The Bell Tolls (Remastered)', ['Metallica'], '51YZAJhOwIC5Gg3jMbAmhZ']"
2949,Skylarking,Wire,"['Skylarking', ['Horace Andy'], '1kZnGdRUsrErcTbnuqQ9pA']"
2950,Bobby Jean,EMA,"['Bobby Jean', ['Bruce Springsteen'], '2KPzDsCtQtIM0Lkh3RacRC']"
2951,Mr. November,The B-52's,"['Mr. November', ['The National'], '4g8Fn7fWwxculLpkPMxYU1']"
2952,Drunk Girls,'Til Tuesday,"[""Drunk Girls Don't Cry"", ['Maren Morris'], '5zpZxvuwfG7IXZ2s6iT8CN']"
2953,Black Velvet,Gladys Knight & The Pips,"['Black Velvet', ['Alannah Myles'], '1KU5EHSz04JhGg3rReGJ0N']"
2954,Louisiana 1927 - Remastered,Santigold,"['Louisiana 1927 - Remastered', ['Randy Newman'], '7qLEaxMiR8WUsCG1uOBsuO']"
2955,Hush - 1998 Remaster,Bobby Darin,
2956,911 Is A Joke,M.I.A.,"['911 Is A Joke', ['Public Enemy'], '3iTrlBCVU1Cd1VkNDqKWWO']"
2957,C'mon C'mon,The Congos,"[""C'mon, C'mon"", ['One Direction'], '3lnjFENd7rHxPYM9b964Md']"
2958,I'm Not Gonna Teach Your Boyfriend How To Dance With You - The Twelves Remix,Dionne Warwick,"[""I'm Not Gonna Teach Your Boyfriend How to Dance with You - The Twelves Remix"", ['Black Kids'], '05YARn3kzTUHA5apOUZVIQ']"
2959,Come Clean,Billy Idol,"['Come Clean', ['Hilary Duff'], '2TZ1apxMDlubCGMsOxcTbT']"
2960,Only You,The Jesus and Mary Chain,"['Only You Freestyle', ['Headie One', 'Drake'], '4OENnoidV0h8gJV6bhrw7r']"
2961,Lost Highway,The Waterboys,"['Lost Highway - Mixed', ['Dusky'], '3NCZLxk3JzIJlcKnQ9BBDT']"
2962,Knights Of The Jaguar,Metallica,"['Knights Of The Jaguar', ['DJ Rolando'], '0M3XpICYg2V32PIlh4EafH']"
2963,I Am A Scientist,Horace Andy,"['I Am A Scientist', ['Guided By Voices'], '0oN2fJx5t5BzkKQQiojHrr']"
2964,I Know What I Like (In Your Wardrobe) - Remastered 2008,Bruce Springsteen,
2965,Lost Cause,The National,"['lost cause// (with grandson)', ['KennyHoopla', 'grandson'], '1zXoU7XohkF9xLMu5LHZ2G']"
2966,Ev'ry Time We Say Goodbye,LCD Soundsystem,"[""Ev'ry Time We Say Goodbye"", ['Ella Fitzgerald'], '4dRsNHZdFTtYKDh05EyfJw']"
2967,Can't Stand Losing You - Remastered 2003,Alannah Myles,"[""Can't Stand Losing You - Remastered 2003"", ['The Police'], '6l5XnGdX73q4zuniAQgKYC']"
2968,Cheree,Randy Newman,"['Cheree - 2019 - Remaster', ['Suicide'], '5FvvXC6c3hUCXoNl4hHR63']"
2969,The Devil Went Down To Georgia,Deep Purple,"['The Devil Went Down to Georgia', ['The Charlie Daniels Band'], '383Xl5QTigwj3QiA3Qc6S7']"
2970,Funky Kingston,Public Enemy,"['Funky Kingston', ['Toots & The Maytals'], '26WPI2aksB9XdqmeLfca5z']"
2971,To Here Knows When,The Von Bondies,"['To Here Knows When', ['My Bloody Valentine'], '41R4fI1Z1w2gsJEFQWdeJs']"
2972,Morning Glory,Black Kids,"['Morning Glory', ['Kehlani'], '0kas95RruYRVqrOb07rgkh']"
2973,Guns Of Navarone,Various Artists,"['Guns of Navarone - Live / 2015 Remaster', ['The Specials'], '1lhztoX71BCImNA2VyARnz']"
2974,Little Queenie - Single Version,Yazoo,"['Little Queenie - Single Version', ['Chuck Berry'], '4QPlNmB7Rs0UmGRzvMz2mr']"
2975,Shock The Monkey,Hank Williams,"['Shock The Monkey', ['Peter Gabriel'], '6B2vTF4zhKdR4v4RDXkz3G']"
2976,You're Still The One,DJ 3000,"[""You're Still The One"", ['Shania Twain'], '1wb4P4F0sxAQ2KXrRvsx6n']"
2977,Flashdance...What a Feeling - Radio Edit,Guided By Voices,"['What a Feeling...Flashdance - Radio Edit', ['Sound Of Legend'], '50nOe6kUXY0alhX6vcfcwj']"
